,Reference,Schisto. Type,Country,Drug,Number,Dosage,Sample Size,Age,Sex (M:F),Year,Inclusion Criteria,Blind/Double Blind,Study Type,Followup/Endpoint,Cure Rate,Egg Reduction Rate,Conclusion,Notes,Reference,URL,x = exclude,,,,,,,,,,,,,,,,
"Giboda, M., J. Loudova, O. Shonova, E. Bouckova, J. Horacek, P. Numrich, A. Ruppel, J. Vitovec, S. Lukes, and P. Noll. ""Efficacy of Praziquantel Treatment of Schistosomiasis in a Non-endemic Country: A Follow-up of Parasitological, Clinical and Immunological Parameters."" Journal of Hygiene, Epidemiology, Microbiology, and Immunology 36.4 (1992): 346-55. Web. 22 Feb. 2015.",,,Yemen,1 yr:  (69%),,Praziquantel 40mg/kg total (2 doses of 20mg/kg givin 6 hrs. apart),13,18-23 years old. Infected only with S.mansoni,Cure rate determined 1 year by absence of Schistosomia eggs from biopsies and excreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gryseels B, Nkulikyinka L. Two-year follow-up of Schistosoma mansoni infection and morbidity after treatment with different regimens of oxamniquine and praziquantel. Transactions of the Royal Society of Tropical Medicine and Hygiene 1989;83(2):219–28.",,,Burundi,6 weeks:(86%) ,98%,Oxamniquine (40 mg/kg,63,63 children and 267 adults (Children only were included in the efficacy analysis),all individuals excreting eggs for S. mansoni in their stool and cure rates at 12 and 24 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gryseels B, Nkulikyinka L. Two-year follow-up of Schistosoma mansoni infection and morbidity after treatment with different regimens of oxamniquine and praziquantel. Transactions of the Royal Society of Tropical Medicine and Hygiene 1989;83(2):219–28.",,,Burundi,6 weeks 67%,98%,Oxamniquine (30 mg/kg,63,63 children and 267 adults (Children only were included in the efficacy analysis),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gryseels B, Nkulikyinka L. Two-year follow-up of Schistosoma mansoni infection and morbidity after treatment with different regimens of oxamniquine and praziquantel. Transactions of the Royal Society of Tropical Medicine and Hygiene 1989;83(2):219–28.",,,Burundi,6 weeks (47%),98%,Oxamniquine (20 mg/kg,63,63 children and 267 adults (Children only were included in the efficacy analysis),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gryseels B, Nkulikyinka L. Two-year follow-up of Schistosoma mansoni infection and morbidity after treatment with different regimens of oxamniquine and praziquantel. Transactions of the Royal Society of Tropical Medicine and Hygiene 1989;83(2):219–28.",,,Burundi,6weeks 78%,98%,Praziquantel (40 mg/kg),299,299 children and 153 adults (Children only were included in the efficacy analysis),all individuals excreting eggs for S. mansoni in their stool and cure rates at 12 and 24 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gryseels B, Nkulikyinka L. Two-year follow-up of Schistosoma mansoni infection and morbidity after treatment with different regimens of oxamniquine and praziquantel. Transactions of the Royal Society of Tropical Medicine and Hygiene 1989;83(2):219–28.",,,Burundi,6 weeks (63%) ,96%,Praziquantel (30 mg/kg),299,299 children and 153 adults (Children only were included in the efficacy analysis),all individuals excreting eggs for S. mansoni in their stool and cure rates at 12 and 24 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gryseels B, Nkulikyinka L. Two-year follow-up of Schistosoma mansoni infection and morbidity after treatment with different regimens of oxamniquine and praziquantel. Transactions of the Royal Society of Tropical Medicine and Hygiene 1989;83(2):219–28.",,,Burundi,6 weeks (58%) ,92%,Praziquantel (20 mg/kg),299,299 children and 153 adults (Children only were included in the efficacy analysis),all individuals excreting eggs for S. mansoni in their stool and cure rates at 12 and 24 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guisse F, Polman K, Stelma FF, Mbaye A, Talla I, Niang M, et al.Therapeutic evaluation of two different dose regimens of praziquantel in a recent Schistosoma mansoni focus in Northern Senegal. American Journal of Tropical Medicine and Hygiene 1997;56(5):511–4.",,,Senegal,34%,99%,Praziquantel (40 mg/kg),130,children infected with S. mansoni,Antigen detection confirmed the parasitologic results 6 weeks after treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guisse F, Polman K, Stelma FF, Mbaye A, Talla I, Niang M, et al.Therapeutic evaluation of two different dose regimens of praziquantel in a recent Schistosoma mansoni focus in Northern Senegal. American Journal of Tropical Medicine and Hygiene 1997;56(5):511–4.",,,Senegal,44%,99%,Praziquantel (30 mg/kg),130,children infected with S. mansoni,Antigen detection confirmed the parasitologic results 6 weeks after treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gupta KK. Schistosoma mansoni treatment with oral oxamniquine in Zambia. East African Medical Journal 1984; 61(8):641–4.,,,Zambia,6m: 100%,100%,Oxamniquine (60 mg/kg),60,M/F mean age 29 years old infected with S.mansoni,"Follow-up: one, two, three and six months. Cure rate given at 6 months with no S.manoni in stool",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gupta KK. Schistosoma mansoni treatment with oral oxamniquine in Zambia. East African Medical Journal 1984; 61(8):641–4.,,,Zambia,6m: 100%,100%,Oxamniquine (40 mg/kg),60,M/F mean age 29 years old infected with S.mansoni,"Follow-up: one, two, three and six months",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gupta KK. Schistosoma mansoni treatment with oral oxamniquine in Zambia. East African Medical Journal 1984; 61(8):641–4.,,,Zambia,6m: 90%,95.20%,Oxamniquine (30 mg/kg),60,M/F mean age 29 years old infected with S.mansoni,"Follow-up: one, two, three and six months",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homeida et al.,,,Sudan,6w: 85%,6 weeks: 99.5%,PZQ(Biltricide) 40mg/kg,430,,Stool sample examined 6 weeks and 6 months after treatment for S.mansoni infection. PZQ efficacy shown throught cure rate nd ERR.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hou XY, McManus DP, Gray DJ, Balen J, Luo XS, He YK, Ellis M, Williams GM, Li YS. A randomized, double‐blind, placebo‐controlled trial of safety and efficacy of combined praziquantel and artemether treatment for acute schistosomiasis japonica in China. Bull World Health Organ 2008; 86: 788‐795.",,,China,45 day: 98.0%,,60 mg/kg praziquantel (PZQ) + 6 mg/kg artemether (AM),51,"aged 10–60 yrs (mean 22) i) pregnancy confirmed by a positive pregnancy test, (ii) known hypersensitivity to PZQ or AM, (iii) had received anti-schistosomal treatment before hospitalization, (iv) had water contact within the 45-day post-AM/ placebo treatment, or (v) had severe clinical signs/symptoms of disease",Primary endpoint of the trial was human infection status (determined by positive stool examination). he group B had a greater treatment efficacy (96.4%) than the group D (95.7%). Group A treatment was better for clearance of fever (P < 0.05) and resulted in a shorter hospitalization time,The combination of AM and PZQ chemotherapy did not improve treatment efficacy compared with PZQ alone.,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hou XY, McManus DP, Gray DJ, Balen J, Luo XS, He YK, Ellis M, Williams GM, Li YS. A randomized, double‐blind, placebo‐controlled trial of safety and efficacy of combined praziquantel and artemether treatment for acute schistosomiasis japonica in China. Bull World Health Organ 2008; 86: 788‐795.",,,China,45 day: 96.4%,,60 mg/kg PZQ + AM placebo,55,"aged 10–60 yrs (mean 22) i) pregnancy confirmed by a positive pregnancy test, (ii) known hypersensitivity to PZQ or AM, (iii) had received anti-schistosomal treatment before hospitalization, (iv) had water contact within the 45-day post-AM/ placebo treatment, or (v) had severe clinical signs/symptoms of disease",Primary endpoint of the trial was human infection status (determined by positive stool examination). he group B had a greater treatment efficacy (96.4%) than the group D (95.7%). Group A treatment was better for clearance of fever (P < 0.05) and resulted in a shorter hospitalization time,The combination of AM and PZQ chemotherapy did not improve treatment efficacy compared with PZQ alone.,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hou XY, McManus DP, Gray DJ, Balen J, Luo XS, He YK, Ellis M, Williams GM, Li YS. A randomized, double‐blind, placebo‐controlled trial of safety and efficacy of combined praziquantel and artemether treatment for acute schistosomiasis japonica in China. Bull World Health Organ 2008; 86: 788‐795.",,,China,45 day: 97.7%,,120 mg/kg PZQ + 6 mg/kg AM,44,"aged 10–60 yrs (mean 22) i) pregnancy confirmed by a positive pregnancy test, (ii) known hypersensitivity to PZQ or AM, (iii) had received anti-schistosomal treatment before hospitalization, (iv) had water contact within the 45-day post-AM/ placebo treatment, or (v) had severe clinical signs/symptoms of disease",Primary endpoint of the trial was human infection status (determined by positive stool examination). he group B had a greater treatment efficacy (96.4%) than the group D (95.7%). Group A treatment was better for clearance of fever (P < 0.05) and resulted in a shorter hospitalization time,The combination of AM and PZQ chemotherapy did not improve treatment efficacy compared with PZQ alone.,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hou XY, McManus DP, Gray DJ, Balen J, Luo XS, He YK, Ellis M, Williams GM, Li YS. A randomized, double‐blind, placebo‐controlled trial of safety and efficacy of combined praziquantel and artemether treatment for acute schistosomiasis japonica in China. Bull World Health Organ 2008; 86: 788‐795.",,,China,45 day: 95.7%,,120 mg/kg PZQ + AM placebo,46,"aged 10–60 yrs (mean 22) i) pregnancy confirmed by a positive pregnancy test, (ii) known hypersensitivity to PZQ or AM, (iii) had received anti-schistosomal treatment before hospitalization, (iv) had water contact within the 45-day post-AM/ placebo treatment, or (v) had severe clinical signs/symptoms of disease",Primary endpoint of the trial was human infection status (determined by positive stool examination). he group B had a greater treatment efficacy (96.4%) than the group D (95.7%). Group A treatment was better for clearance of fever (P < 0.05) and resulted in a shorter hospitalization time,The combination of AM and PZQ chemotherapy did not improve treatment efficacy compared with PZQ alone.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ibrahim AM. Evaluation of oxamniquine in the treatment of S. mansoni infection among Sudanese patients. East African Medical Journal 1980;57(8):566–73.,,,Sudan,1m:83% 2m:88% 3m: 69%,1m(86%) 2m(92%) 3m(97%),Oxamniquine (60 mg/kg),89,all university students attending the university hospital found to have S. mansoni infection,"Follow-up: one, two and three months",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ibrahim AM. Evaluation of oxamniquine in the treatment of S. mansoni infection among Sudanese patients. East African Medical Journal 1980;57(8):566–73.,,,Sudan,1m: 77% 2m:68% 3m: 63%,1m(56%) 2m(65%) 3m(75%),Oxamniquine (40 mg/kg),89,all university students attending the university hospital found to have S. mansoni infection,"Follow-up: one, two and three months",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inyang-Etoh, P. C., G. C. Ejezie, M. F. Useh, and E. C. Inyang-Etoh. ""Efficacy of a Combination of Praziquantel and Artesunate in the Treatment of Urinary Schistosomiasis in Nigeria."" Efficacy of a Combination of Praziquantel and Artesunate in the Treatment of Urinary Schistosomiasis in Nigeria. Elsevier, Jan. 2009. Web. 17 Feb. 2015.",,,Nigeria,8 weeks: 60%,N/A,Artesunate (4mg/kg),44,4 to 20 (M/F) Heavy infection subjects with S.mansoi,"Cure rate was determined by completement of treatment and examined by urine apperarance [color, clear,cloudy,presense/absence of blood]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inyang-Etoh, P. C., G. C. Ejezie, M. F. Useh, and E. C. Inyang-Etoh. ""Efficacy of a Combination of Praziquantel and Artesunate in the Treatment of Urinary Schistosomiasis in Nigeria."" Efficacy of a Combination of Praziquantel and Artesunate in the Treatment of Urinary Schistosomiasis in Nigeria. Elsevier, Jan. 2009. Web. 17 Feb. 2015.",,,Nigeria,8 weeks: 92.3%,N/A,Artesunate (4mg/kg)+ Praziquantel (40mg/kg),44,4 to 20 (M/F) Heavy infection subjects with S.mansoi,"Cure rate was determined by completement of treatment and examined by urine apperarance [color, clear,cloudy,presense/absence of blood]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inyang-Etoh, P. C., G. C. Ejezie, M. F. Useh, and E. C. Inyang-Etoh. ""Efficacy of a Combination of Praziquantel and Artesunate in the Treatment of Urinary Schistosomiasis in Nigeria."" Efficacy of a Combination of Praziquantel and Artesunate in the Treatment of Urinary Schistosomiasis in Nigeria. Elsevier, Jan. 2009. Web. 17 Feb. 2015.",,,Nigeria,8 weeks: 77.8%,N/A,praziquantel (40 mg/kg),42,4 to 20 (M/F) Heavy infection subjects with S.mansoi,"Cure rate was determined by completement of treatment and examined by urine apperarance [color, clear,cloudy,presense/absence of blood]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inyang-Etoh, P. C., G. C. Ejezie, M. F. Useh, and E. C. Inyang-Etoh. ""Efficacy of a Combination of Praziquantel and Artesunate in the Treatment of Urinary Schistosomiasis in Nigeria."" Efficacy of a Combination of Praziquantel and Artesunate in the Treatment of Urinary Schistosomiasis in Nigeria. Elsevier, Jan. 2009. Web. 17 Feb. 2015.",,,Nigeria,8 weeks: 30%,N/A,Artesunate (4mg/kg),44,4 to 20 (M/F) Heavy infection subjects with S.mansoi,"Cure rate was determined by completement of treatment and examined by urine apperarance [color, clear,cloudy,presense/absence of blood]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jamshidi, Mahin, Minou Mohraz, Mehrangiz Zangeneh, and Ali Jamshidi. ""The Effect of Combination Therapy with Albendazole and Praziquantel on Hydatid Cyst Treatment."" Parasitology Research 103.1 (2008): 195-99. Web. ",,,Afghanistan,77.80%,,Albendezole(40mg/kg),,Male and Female Adults: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Karanja, Diana, Anne E. Boyer, Mette Strand, Daniel G. Colley, Bernard L. Nahlen, John H. Ouma, and Evan W. Secor. ""STUDIES ON SCHISTOSOMIASIS IN WESTERN KENYA: II. EFFICACY OF PRAZIQUANTEL FOR TREATMENT OF SCHISTOSOMIASIS IN PERSONS COINFECTED WITH HUMAN IMMUNODEFICIENCY VIRUS-1."" Am. J. Trop Med 59.2 (1998): 307-11.",,,Kenya,4w: 93%,,Praziquantel 40mg/kg,15,Individuals infected with Schistosomiasis and HIV infection,"4 weeks following treatment, stool and urine samples were examined for the presence of schistosome eggs",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kardaman MW, Amin MA, Fenwick A, Cheesmond AK, Dixon HG. A field trial using praziquantel (Biltricide) to treat Schistosoma mansoni and Schistosoma haematobium infection in Gezira, Sudan. Annals of Tropical Medicine and Parasitology 1983;77(3):297–304.",,,Sudan,1m 84%,,Praziquantel (40 mg/kg),350,schoolchildren who provided two stool samples positive for S. mansoni or two urine samples positive , Cure rate 1 month after treatment by egg output reduction between the two treatment regimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kardaman MW, Amin MA, Fenwick A, Cheesmond AK, Dixon HG. A field trial using praziquantel (Biltricide) to treat Schistosoma mansoni and Schistosoma haematobium infection in Gezira, Sudan. Annals of Tropical Medicine and Parasitology 1983;77(3):297–304.",,,Sudan,1m  96%,,Praziquantel (20 mg/kg x 2) given 4 to 6 hours apart,350,schoolchildren who provided two stool samples positive for S. mansoni or two urine samples positive , Cure rate 1 month after treatment by egg output reduction between the two treatment regimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kardaman MW, Fenwick A, el Igail AB, el Tayeb M, Daffalla AA, Dixon HG. Treatment with praziquantel of schoolchildren with concurrent Schistosoma mansoni and S. haematobium infections in Gezira, Sudan. Journal of Tropical Medicine and Hygiene 1985;88(2):105–9.",,,Sudan,3m: 73.2%,,Praziquantel (40 mg/kg),220,schoolchildren who provided two stool samples positive for S. mansoni or two urine samples positive , follow up study : Cure rate 3 month after treatment by egg output reduction between the two treatment regimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kardaman MW, Fenwick A, el Igail AB, el Tayeb M, Daffalla AA, Dixon HG. Treatment with praziquantel of schoolchildren with concurrent Schistosoma mansoni and S. haematobium infections in Gezira, Sudan. Journal of Tropical Medicine and Hygiene 1985;88(2):105–9.",,,Sudan,3m: 64.7%,,Praziquantel (20 mg/kg x 2) given 4 to 6 hours apart,220,schoolchildren who provided two stool samples positive for S. mansoni or two urine samples positive , follow up study : Cure rate 3 month after treatment by egg output reduction between the two treatment regimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katz N. Preliminary trials with praziquantel in human infections due to Schistosoma mansoni. Bulletin of the World Health Organization 1979;57(5):781–5.,,,Brazil,6m: 40% 12m: 25%,N/A,Praziquantel (20 mg/kg),55,male patients aged 20 to 48 years from the military police of Minas Gerais who were excreting > 100 EPG of S. mansoni,Follow up at 6 and 12 months examined by three consecutive stool (two slides from each stool plus three hatching tests on each stool); EPG expressed as geometric mean. 6 monthsconsidered as cured when S.mansoni eggs or miracidia were not detected in the faeces at any time during the follow-up period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katz N. Preliminary trials with praziquantel in human infections due to Schistosoma mansoni. Bulletin of the World Health Organization 1979;57(5):781–5.,,,Brazil,6m: 100% 12m: 80%,N/A,Praziquantel (40 mg/kg),55,male patients aged 20 to 48 years from the military police of Minas Gerais who were excreting > 100 EPG of S. mansoni,cure rate at 6 and 12 months examined by three consecutive stool (two slides from each stool plus three hatching tests on each stool); EPG expressed as geometric mean. considered as cured when S.mansoni eggs or miracidia were not detected in the faeces at any time during the follow-up period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
